"k","e1","e2","e3","e4"
0.0,"-2.1150845792819757","-2.110360509067011","-1.645761814543693","1.6518151378096029"
0.005148602457202833,"-2.0724284423022934","-2.0673932392397676","-1.6289284983479573","1.6353143109320958"
0.010297204914405667,"-2.0302382559909136","-2.0248581758891273","-1.6120611706604264","1.6188137513546814"
0.015445807371608444,"-1.9885194167422429","-1.9827553282638017","-1.5951544350866955","1.602313468326076"
0.020594409828811278,"-1.9472784849102713","-1.9410847060261367","-1.5782017312727747","1.5858134715086216"
0.025743012286014055,"-1.90652350446785","-1.899846319274998","-1.5611950152458116","1.5693137710011837"
0.03089161474321689,"-1.8662644291124082","-1.8590401785701867","-1.544124333308376","1.5528143773635656"
0.03604021720041972,"-1.8265136959402417","-1.8186662949584875","-1.5269772483641746","1.5363153016425521"
0.0411888196576225,"-1.787287005285127","-1.7787246800014813","-1.5097380600794303","1.5198165553997238"
0.04633742211482522,"-1.7486043902083006","-1.7392153458052675","-1.492386735392906","1.503318150741179"
0.05148602457202811,"-1.7104916936879495","-1.7001383050522485","-1.4748974313264127","1.4868201003493204"
0.056634627029230944,"-1.6729826168806206","-1.6614935710351448","-1.4572364467234071","1.4703224175168683"
0.061783229486433666,"-1.6361215537299136","-1.623281157693412","-1.4393593876402888","1.4538251161832791"
0.0669318319436365,"-1.599967465043082","-1.5855010796522795","-1.4212072932698017","1.4373282109737824"
0.07208043440083933,"-1.5645990044963716","-1.5481533522646218","-1.4027015099357019","1.420831717241252"
0.07722903685804211,"-1.5301208229984264","-1.5112379916558971","-1.3837373867293454","1.4043356511111458"
0.08237763931524494,"-1.4966700817240135","-1.4747550147724287","-1.3641777624759648","1.38784002952979"
0.08752624177244778,"-1.4644200959423297","-1.4387044394333184","-1.3438493219063639","1.3713448703162805"
0.09267484422965055,"-1.433574348048167","-1.403086284386303","-1.3225485826257497","1.3548501922183591"
0.09782344668685328,"-1.4043407444805571","-1.3679005693679265","-1.3000676381950924","1.3383560149725682"
0.10297204914405617,"-1.376880255268779","-1.3331473151683932","-1.2762455185851094","1.321862359369114"
0.108120651601259,"-1.3512444552481544","-1.2988265437015596","-1.2510306489604823","1.3053692473218492"
0.11326925405846172,"-1.3273408510127964","-1.2649382780805116","-1.2245155227270978","1.2888767019438603"
0.11841785651566455,"-1.3049555982525296","-1.2314825426992793","-1.196913984195129","1.272384747629181"
0.12356645897286739,"-1.2838172943501847","-1.1984593633212641","-1.1684974359817468","1.2558934101412107"
0.12871506143007017,"-1.2636588641005142","-1.165868767175022","-1.1395329532921994","1.2394027167085042"
0.133863663887273,"-1.2442522525650639","-1.133710783058131","-1.1102485910649391","1.2229126961286405"
0.13901226634447578,"-1.2254176589007262","-1.1019854414499461","-1.0808241501430753","1.2064233788809748"
0.1441608688016786,"-1.2070190846563185","-1.0706927746341315","-1.0513956289777888","1.1899347972491714"
0.14930947125888144,"-1.188955488681105","-1.0398328168319753","-1.0220640687198168","1.1734469854545184"
0.15445807371608422,"-1.1711520919264493","-1.0094056043476005","-0.9929042484177963","1.156959979801137"
0.15960667617328705,"-1.1535533206117883","-0.9794111757263199","-0.963971741852288","1.1404738188343428"
0.1647552786304899,"-1.1361175199208489","-0.949849571927555","-0.9353082038395671","1.1239885435135566"
0.16990388108769267,"-1.1188131320040355","-0.9207208365138675","-0.9069451922292284","1.107504197401338"
0.17505248354489544,"-1.1016159702418413","-0.892025015857909","-0.8789068936407793","1.09102082687034"
0.18020108600209822,"-1.0845072794516237","-0.8637621593692636","-0.8512120632568617","1.0745384813301468"
0.18534968845930105,"-1.0674723495738712","-0.8359323197434592","-0.823875411136987","1.0580572134762878"
0.19049829091650383,"-1.0504995172560905","-0.8085355532356975","-0.796908600633649","1.041577079563963"
0.19564689337370667,"-1.033579439917146","-0.781571919962196","-0.7703209743279826","1.0250981397093886"
0.2007954958309095,"-1.0167045624239166","-0.7550414842324422","-0.7441200873531099","1.0086204582220542"
0.20594409828811228,"-0.9998687210822488","-0.7289443149160968","-0.7183121034031841","0.9921441039716203"
0.21109270074531505,"-0.9830668464665672","-0.7032804858488206","-0.6929020919037802","0.975669150793747"
0.21624130320251783,"-0.966294738118119","-0.6780500762819068","-0.6678942533136515","0.959195677939728"
0.22138990565972066,"-0.9495488920402473","-0.6532531713813066","-0.643292091629454","0.9427237705755145"
0.2265385081169235,"-0.9328263673763167","-0.6288898627824718","-0.6190985477078235","0.9262535203365577"
0.23168711057412628,"-0.9161246824568079","-0.6049602492083954","-0.5953161032182803","0.9097850259458503"
0.2368357130313291,"-0.8994417330730122","-0.5814644371593705","-0.5719468623695318","0.8933183939036871"
0.2419843154885319,"-0.8827757277291355","-0.5584025416843283","-0.5489926166573729","0.876853739258998"
0.24713291794573472,"-0.8661251359809627","-0.5357746872451694","-0.5264548965260181","0.8603911864736841"
0.25228152040293755,"-0.8494886469495481","-0.513581008687381","-0.504335012854413","0.8439308703932324"
0.25743012286014033,"-0.8328651358135002","-0.49182165233242325","-0.4826340904639507","0.8274729373391024"
0.26257872531734316,"-0.8162536366098762","-0.4704967772099896","-0.46135309531757196","0.8110175463409889"
0.267727327774546,"-0.7996533200647233","-0.449606556451396","-0.44049285668923066","0.7945648705302071"
0.27287593023174883,"-0.7830634754673164","-0.42915117886906706","-0.42005408528965155","0.7781150987191813"
0.27802453268895166,"-0.7664834958236518","-0.40913085075163447","-0.4000373881128387","0.7616684371965444"
0.2831731351461545,"-0.74991286569371","-0.38954579790956845","-0.3804432805988109","0.7452251117727646"
0.28832173760335733,"-0.7333511512470549","-0.37039626801287284","-0.3612721965780052","0.7287853701178474"
0.29347034006056005,"-0.7167979921724532","-0.35168253327036414","-0.3425244963616496","0.7123494844406131"
0.2986189425177629,"-0.7002530951567197","-0.3334048935098529","-0.3242004732629392","0.6959177545688635"
0.3037675449749657,"-0.6837162287111922","-0.31556367973051747","-0.3063003587705304","0.6794905115017811"
0.30891614743216855,"-0.6671872191755902","-0.2981592582135537","-0.28882432654470513","0.6630681215205627"
0.31406474988937133,"-0.6506659477710331","-0.2811920352954512","-0.2717724953643432","0.646650990961697"
0.31921335234657416,"-0.6341523486097578","-0.2646624629309843","-0.25514493111720726","0.6302395717799585"
0.32436195480377694,"-0.6176464076000269","-0.24857104520143647","-0.23894164789503536","0.6138343680566307"
0.3295105572609798,"-0.6011481622127474","-0.23291834595926997","-0.22316260822692013","0.5974359436441762"
0.3346591597181826,"-0.5846577021026935","-0.21770499784559294","-0.20780772245808798","0.5810449311837027"
0.33980776217538544,"-0.5681751706032717","-0.20293171297409907","-0.19287684725513166","0.5646620427889039"
0.3449563646325882,"-0.5517007671407155","-0.1885992956484851","-0.17836978319181862","0.5482880827634767"
0.35010496708979105,"-0.5352347506427808","-0.17470865757465615","-0.1642862713403923","0.5319239628133265"
0.3552535695469938,"-0.5187774440499134","-0.16126083615118159","-0.15062598876040667","0.5155707203370223"
0.36040217200419655,"-0.5023292400752003","-0.14825701658071444","-0.13738854273877554","0.4992295405372171"
0.3655507744613994,"-0.4858906084053362","-0.13569855875423525","-0.124573463588803","0.48290178330489175"
0.3706993769186022,"-0.46946210459109766","-0.12358703013665723","-0.11218019575971366","0.46658901610495895"
0.37584797937580505,"-0.45304438094583577","-0.11192424625121067","-0.10020808693815575","0.4502930544606494"
0.3809965818330079,"-0.4366381998590463","-0.10071232085576598","-0.08865637473463384","0.43401601212983343"
0.3861451842902107,"-0.420244450045229","-0.08995372857601086","-0.07752417043464827","0.417760363738199"
0.39129378674741355,"-0.40386416639451767","-0.07965138367843178","-0.06681043914806456","0.401529023552232"
0.3964423892046164,"-0.38749855428234314","-0.06980873993156167","-0.05651397549945247","0.38532544534046564"
0.4015909916618192,"-0.371149019446539","-0.060429918263784244","-0.04663337375097898","0.36915375003128376"
0.40673959411902205,"-0.3548172048738732","-0.05151987139446773","-0.03716699091587472","0.3530188903440544"
0.41188819657622483,"-0.3385050365848982","-0.04308459810678239","-0.02811290097358815","0.33692686506194813"
0.41703679903342766,"-0.3222147808100979","-0.03513142480732834","-0.019468837693635166","0.3208850005915648"
0.4221854014906304,"-0.3059491158743286","-0.027669379157218676","-0.01123212275115959","0.30490232459401745"
0.42733400394783316,"-0.2897112232408243","-0.020709690845188478","-0.0033995746829272866","0.2889900667580413"
0.432482606405036,"-0.2735049037421243","-0.014266469400505688","0.004032607343601002","0.2731623366129041"
0.43763120886223883,"-0.25733472723600054","-0.00835763019193575","0.011068993186197085","0.25743704952737156"
0.44277981131944166,"-0.24120622705460773","-0.0030061696843856345","0.0177151161770161","0.24183720196635053"
0.4479284137766445,"-0.22512615508781178","0.001758068473415253","0.023977728205923754","0.22639263757857048"
0.45307701623384733,"-0.20910281978773562","0.0058959448546475335","0.029865137725042568","0.21114249579085068"
0.45822561869105016,"-0.19314653874085477","0.009355652830592753","0.03538766232084842","0.19613858323190952"
0.463374221148253,"-0.17727025111647007","0.012068176416893422","0.04055824116264228","0.1814499158861047"
0.46852282360545583,"-0.16149035528188993","0.013941473562795209","0.045393272617732267","0.16716853580419053"
0.47367142606265866,"-0.14582786597368994","0.014853839022359094","0.04991377142269421","0.1534161482321059"
0.4788200285198615,"-0.13031002714989276","0.014648377510090349","0.05414698153555059","0.14034964845534556"
0.4839686309770642,"-0.11497257436746525","0.013133514251799497","0.05812863851326806","0.1281606112480992"
0.48911723343426705,"-0.09986291400918886","0.010098501501853985","0.06190614873862869","0.11705978435599904"
0.4942658358914699,"-0.08504456195389265","0.005353350769981391","0.06554302809046114","0.10723715626931765"
0.4994144383486727,"-0.07060320691626923","-0.0012100681752834352","0.06912496528345805","0.09880085721952016"
0.5045630408058756,"-0.056654577315417995","-0.00956535572338331","0.07276768873671888","0.09172448759604947"
0.5097116432630784,"-0.043353524044808814","-0.019547253206879125","0.07662604934371342","0.0858427887314664"
0.5148602457202812,"-0.030901699437494698","-0.030901699437494698","0.08090169943749474","0.08090169943749474"
0.5148602457202812,"-0.030901699437494698","-0.030901699437494698","0.08090169943749474","0.08090169943749474"
0.5193190662422058,"-0.04163103106440366","-0.02099492624204917","0.07716967099077589","0.08513233193329582"
0.5237778867641304,"-0.05301958342153473","-0.012089972012616967","0.07377290889189796","0.09004082901272904"
0.528236707286055,"-0.06492997963621584","-0.0043593981528729925","0.07057403626818878","0.09579975207946928"
0.5326955278079796,"-0.07725201825522165","0.002063949980748492","0.0674628516664231","0.10254194648995071"
0.5371543483299042,"-0.0898995483340737","0.007117987546093857","0.06435320414212248","0.11032949708632708"
0.5416131688518288,"-0.1028060121207864","0.01082342615127227","0.06117853594330119","0.11914169226048917"
0.5460719893737533,"-0.11592014165073597","0.013269844513269735","0.057887579105335665","0.12888895329545097"
0.5505308098956779,"-0.12920234846983236","0.01458570759341804","0.05444074517413569","0.13944281522988067"
0.5549896304176025,"-0.14262188789304978","0.014908725111294818","0.050807289464675415","0.1506655683442007"
0.5594484509395271,"-0.15615470317901486","0.014366314797657459","0.046963155235581686","0.16242979490765366"
0.5639072714614517,"-0.16978181140896242","0.01306689180557108","0.042889359568089036","0.17462707976717437"
0.5683660919833763,"-0.18348810145417288","0.01109839731352777","0.038570791333478155","0.18716948174427084"
0.5728249125053009,"-0.19726143845445765","0.008530358626672313","0.03399531567156061","0.19998747353379814"
0.5772837330272255,"-0.21109199405612888","0.005417099040012252","0.029153104228647864","0.21302673184074883"
0.58174255354915,"-0.22497174251703475","0.0018009256529031847","0.024036131262588717","0.2262449495657673"
0.5862013740710746,"-0.23889407890108005","-0.00228514634857252","0.018637791837288142","0.23960911152277126"
0.5906601945929992,"-0.2528535275424005","-0.006815220525786592","0.012952610286880967","0.2530933212731322"
0.5951190151149238,"-0.2668455176578272","-0.011768843826181985","0.0069760158281989","0.26667712576429337"
0.5995778356368484,"-0.28086620925774264","-0.017129735896021847","0.0007041684716243002","0.28034424464251767"
0.604036656158773,"-0.2949123570155566","-0.022884831388805427","-0.005866177109432491","0.29408161256130466"
0.6084954766806976,"-0.3089812030037878","-0.029023558491725665","-0.012737778842454084","0.30787865770784684"
0.6129542972026222,"-0.32307039155211453","-0.03553729373157566","-0.01991299239776101","0.3217267566089377"
0.6174131177245468,"-0.33717790118825","-0.04241894784916739","-0.02739383924764016","0.335618820005389"
0.6218719382464714,"-0.35130198986917527","-0.04966264921001273","-0.0351820614351111","0.34954897626271275"
0.626330758768396,"-0.36544115062768173","-0.057263500059622","-0.04327916592738151","0.36351232762641916"
0.6307895792903205,"-0.37959407543897966","-0.06521738746983091","-0.05168646074924227","0.3775047611683439"
0.6352483998122451,"-0.39375962561940864","-0.07352083560420059","-0.06040508458435312","0.3915228010520482"
0.6397072203341697,"-0.4079368074505664","-0.08217088941304929","-0.06943603115111663","0.4055634922278503"
0.6441660408560943,"-0.4221247520106992","-0.09116502240515822","-0.07878016937128596","0.41962430820453156"
0.6486248613780189,"-0.43632269841511345","-0.10050106299557665","-0.08843826012955519","0.4337030773971407"
0.6530836818999435,"-0.4505299798360853","-0.11017713528760081","-0.09841097025364792","0.4477979239089747"
0.6575425024218681,"-0.46474601180308267","-0.12019161114887972","-0.10869888421409651","0.4619072196076822"
0.6620013229437927,"-0.47897028238545913","-0.1305430711847957","-0.11930251394154723","0.47602954509864553"
0.6664601434657172,"-0.49320234393909723","-0.14123027276711364","-0.1302223070801175","0.4901636577536296"
0.6709189639876418,"-0.5074418061609752","-0.15225212369279528","-0.14145865393282908","0.504308465369596"
0.6753777845095664,"-0.5216883302452024","-0.16360766036320828","-0.15301189330557285","0.5184630043479124"
0.679836605031491,"-0.5359416239736662","-0.1752960296140148","-0.16488231741646098","0.5326264215242413"
0.6842954255534156,"-0.550201437606299","-0.18731647350996894","-0.17707017600556174","0.5467979589633367"
0.6887542460753402,"-0.5644675604618337","-0.1996683165606553","-0.18957567975414147","0.5609769411747829"
0.6932130665972648,"-0.5787398181011009","-0.21235095492323042","-0.2023990031013697","0.5751627643157367"
0.6976718871191894,"-0.5930180700424565","-0.22536384724407843","-0.21554028652889146","0.5893548870325822"
0.702130707641114,"-0.6073022079536466","-0.23870650685868045","-0.22899963836895898","0.6035528226608003"
0.7065895281630385,"-0.6215921542769836","-0.25237849512218113","-0.24277713617926167","0.617756132555536"
0.7110483486849631,"-0.6358878612555794","-0.26637941568534607","-0.2568728277166866","0.6319644203675548"
0.7155071692068877,"-0.6501893103381339","-0.2807089095642642","-0.2712867315325337","0.6461773271129453"
0.7199659897288123,"-0.6644965119486301","-0.2953666508791327","-0.28601883720282106","0.6603945269119053"
0.7244248102507369,"-0.6788095056156752","-0.3103523431592148","-0.3010691051989399","0.6746157232936973"
0.7288836307726615,"-0.6931283604644585","-0.3256657161286318","-0.3164374663957028","0.6888406459824434"
0.7333424512945861,"-0.7074531760825481","-0.34130652290197483","-0.3321238212055392","0.7030690480927343"
0.7378012718165107,"-0.7217840837795281","-0.3572745375303762","-0.34812803831886796","0.717300703675702"
0.7422600923384353,"-0.7361212482698464","-0.3735695528482685","-0.3644499530212435","0.7315354055657751"
0.7467189128603599,"-0.7504648698188282","-0.39019137857892505","-0.38108936504733215","0.7457729634862347"
0.7511777333822844,"-0.764815186903862","-0.40713983966340284","-0.3980460359197502","0.7600132023781355"
0.755636553904209,"-0.7791724794567274","-0.4244147747828798","-0.41531968570671784","0.7742559609226534"
0.7600953744261336,"-0.7935370727698217","-0.4420160350489051","-0.43290998911583795","0.7885010902313397"
0.7645541949480582,"-0.8079093421690376","-0.45994348283981096","-0.4508165708212176","0.8027484526825241"
0.7690130154699828,"-0.8222897185804965","-0.4781969907646919","-0.469038999896735","0.8169979208853024"
0.7734718359919075,"-0.8366786951483707","-0.4967764407389998","-0.48757678319821923","0.8312493767551276"
0.7779306565138321,"-0.8510768350982493","-0.5156817231580275","-0.5064293575000793","0.8455027106872901"
0.7823894770357567,"-0.8654847810870305","-0.5349127361564601","-0.525596080145419","0.8597578208164768"
0.7868482975576813,"-0.8799032663388308","-0.5544693849437412","-0.54507621791012","0.8740146123521306"
0.7913071180796059,"-0.8943331279405646","-0.574351581206408","-0.5648689337072692","0.8882729969807891"
0.7957659386015304,"-0.9087753227653903","-0.5945592425696609","-0.5849732706637076","0.9025328923276523"
0.800224759123455,"-0.9232309466136087","-0.6150922921114774","-0.6053881329791349","0.9167942214706976"
0.8046835796453796,"-0.9377012573174411","-0.6359506579233916","-0.6261122628213286","0.9310569125014596"
0.8091424001673042,"-0.952187702760147","-0.6571342727128228","-0.647144212307031","0.9453208981273569"
0.8136012206892288,"-0.9666919550271432","-0.6786430734424487","-0.6684823093508235","0.9595861153110686"
0.8180600412111534,"-0.981215952259179","-0.7004770010026824","-0.6901246158119583","0.9738525049430056"
0.822518861733078,"-0.9957619502455409","-0.7226359999137641","-0.7120688759011478","0.9881200115434113"
0.8269776822550026,"-1.0103325864211032","-0.7451200180544129","-0.734312452183518","1.0023885829910009"
0.8314365027769273,"-1.024930959773922","-0.7679290064143167","-0.7568522456710134","1.0166581702754662"
0.8358953232988519,"-1.0395607313133193","-0.7910629188680676","-0.779684595354311","1.0309287272713963"
0.8403541438207764,"-1.0542262513095002","-0.8145217119684125","-0.8028051509632068","1.0452002105315386"
0.844812964342701,"-1.0689327216608981","-0.8383053447569243","-0.8262087105992661","1.059472579097467"
0.8492717848646256,"-1.0836864047094283","-0.8624137785904173","-0.849889011920575","1.0737457943259958"
0.8537306053865502,"-1.0984948939364163","-0.8868469769816001","-0.873838461445807","1.0880198197298325"
0.8581894259084748,"-1.1133674676903278","-0.9116049054526301","-0.8980477808264974","1.1022946208311357"
0.8626482464303994,"-1.128315555038393","-0.9366875314003708","-0.9225055409954144","1.1165701650267688"
0.867107066952324,"-1.1433533537872858","-0.9620948239722807","-0.9471975441458855","1.1308464214641885"
0.8715658874742486,"-1.1584986555837742","-0.9878267539519692","-0.9721059986311423","1.1451233609270068"
0.8760247079961732,"-1.173773952525202","-1.0138832936535545","-0.9972084123538408","1.1594009557293397"
0.8804835285180977,"-1.1892079236596487","-1.040264416824054","-1.0224761062659016","1.1736791796182067"
0.8849423490400223,"-1.204837424907596","-1.0669700985530963","-1.0478722244468428","1.187958007683235"
0.889401169561947,"-1.2207101213039027","-1.0940003151893327","-1.0733491018618064","1.2022374162730753"
0.8938599900838716,"-1.2368878772177585","-1.121355044262969","-1.0988448741416015","1.2165173829179357"
0.8983188106057962,"-1.2534508929888497","-1.149034264413918","-1.1242793409465428","1.230797886257726"
0.9027776311277208,"-1.2705022171289146","-1.177037955325083","-1.1495494537648918","1.2450789059753526"
0.9072364516496454,"-1.2881714735354717","-1.205366097660372","-1.1745255886991295","1.2593604227347204"
0.91169527217157,"-1.3066152669205007","-1.2340186730070455","-1.1990511410372768","1.2736424181230912"
0.9161540926934946,"-1.3260101013381835","-1.2629956638220534","-1.222949606725151","1.2879248745974181"
0.9206129132154192,"-1.3465334372702387","-1.292297053382043","-1.246043525281034","1.3022077754343442"
0.9250717337373437,"-1.368332790371025","-1.3219228257367537","-1.2681853810505683","1.3164911046836083"
0.9295305542592683,"-1.3914923782078594","-1.3518729656655248","-1.2892909564664345","1.3307748471245529"
0.9339893747811929,"-1.4160143487483072","-1.3821474586366929","-1.3093581035610686","1.3450589882255137"
0.9384481953031175,"-1.441825776716722","-1.4127462907696433","-1.3284597476101172","1.3593435141058743"
0.9429070158250421,"-1.4688058224291578","-1.4436694487993247","-1.3467167282975265","1.3736284115005855"
0.9473658363469667,"-1.4968168853574704","-1.474916920043039","-1.3642666461514397","1.3879136677269486"
0.9518246568688913,"-1.525727370522617","-1.5064886923693463","-1.3812410961509","1.4021992706535238"
0.9562834773908159,"-1.5554231553277142","-1.5383847541689202","-1.3977542008927915","1.4164852086709834"
0.9607422979127405,"-1.585810673347653","-1.5706050943272143","-1.4138995268022223","1.430771470664783"
